nome,cpf,conta,saldo
Joana Cardoso,759.628.314-46,102602,32055.07
Lavínia Martins,521.904.783-32,102603,1702.56
Ana Fogaça,310.879.246-69,102604,7673.41
Matheus Campos,467.981.053-00,102605,4952.2
Leonardo Santos,205.468.739-10,102606,3206.06
Fernanda Nogueira,856.912.734-00,102607,24917.06
Maria Vitória Viana,457.316.289-55,102608,9536.26
Nicole das Neves,390.716.458-00,102609,11209.65
Caio Nogueira,135.064.972-43,102610,24616.9
Antônio Moraes,032.765.981-59,102611,5105.86
Ana Pereira,709.561.843-75,102612,40381.98
Dr. Pedro Silveira,967.281.304-03,102613,1889.97
Sra. Alana da Mota,690.432.781-22,102614,47383.3
Ana Lívia Aragão,573.962.481-91,102615,7864.71
Arthur Fogaça,136.958.204-89,102616,17788.16
Milena da Rocha,045.189.736-66,102617,35149.24
Breno Farias,517.846.290-49,102618,34673.8
Samuel da Cruz,217.349.086-96,102619,23484.43
Enzo Gabriel Melo,814.057.329-97,102620,14048.62
Davi Luiz Aragão,681.324.590-24,102621,38398.93
Dr. Yuri Araújo,406.231.579-34,102622,5775.89
Sr. Luiz Miguel Sales,682.591.430-89,102623,12067.66
Melissa Viana,013.982.576-21,102624,17336.3
Breno Santos,783.412.095-60,102625,25395.78
Esther Rocha,281.046.579-76,102626,23427.53
Theo Ferreira,508.613.749-75,102627,14281.0
Luigi Ferreira,982.350.617-59,102628,21687.94
Kamilly Azevedo,593.708.126-95,102629,20470.53
Vitor Gabriel Moraes,310.894.756-75,102630,23104.43
Sophie Nascimento,083.495.276-92,102631,22414.93
Dr. Igor Porto,608.293.451-24,102632,35411.34
Vitória Vieira,326.917.584-19,102633,46049.29
João Felipe Nogueira,306.514.928-15,102634,1105.55
Pietro Monteiro,071.893.652-30,102635,11437.49
Ana Júlia Azevedo,072.196.538-59,102636,16327.63
Agatha da Rosa,240.516.398-51,102637,28249.57
Dr. Vinicius da Costa,162.893.075-68,102638,39565.78
Ana Júlia Cavalcanti,123.974.065-43,102639,6734.34
Calebe Oliveira,560.291.347-52,102640,46607.41
Sr. Danilo Cardoso,286.701.394-13,102641,21543.93
Ana Sophia da Rocha,941.027.538-50,102642,33342.86
Vicente Duarte,478.359.120-23,102643,47362.24
Pedro da Cunha,826.739.154-19,102644,26047.85
João Lucas Melo,306.597.214-06,102645,13773.84
Bianca Moura,592.836.170-02,102646,353.58
Dr. Guilherme Santos,528.903.617-21,102647,9680.08
Enzo Gabriel Duarte,709.564.831-00,102648,5846.0
Gustavo Costela,816.042.379-96,102649,30124.53
Davi Luiz Lima,942.763.018-31,102650,8145.22
Marcos Vinicius Moura,216.904.735-25,102651,32894.72
Isabel Peixoto,124.809.763-78,102652,36698.18
Bryan Viana,359.624.780-29,102653,37720.42
Enrico Ferreira,479.368.105-01,102654,32746.38
João Miguel Pinto,590.871.346-57,102655,36856.79
Brenda da Luz,162.487.503-35,102656,5031.39
Pedro Henrique Azevedo,564.132.079-06,102657,44657.24
Manuela Ramos,018.964.235-15,102658,6066.23
Enzo Campos,173.820.456-17,102659,39560.0
Sr. Lucas Gabriel Fernandes,589.431.762-28,102660,1949.95
Bárbara Moreira,047.529.618-49,102661,13429.77
Rebeca da Conceição,780.529.436-47,102662,40678.04
Laís da Cruz,501.348.972-50,102663,24942.08
Heloísa Monteiro,318.265.904-98,102664,23948.89
Stephany Moura,028.471.365-17,102665,26200.07
Sophia Santos,296.134.785-82,102666,3983.81
Marcelo Novaes,382.657.149-55,102667,36795.0
Sra. Alexia Mendes,704.591.862-30,102668,31421.81
Marcela Oliveira,839.542.716-64,102669,2745.3
Vitor Hugo Peixoto,843.159.760-75,102670,3611.19
Bárbara Lima,205.438.197-79,102671,7713.6
Letícia Rezende,023.571.496-80,102672,47382.58
Larissa Moura,298.657.340-10,102673,24514.25
Yasmin Sales,561.923.087-21,102674,10837.62
Valentina Alves,056.419.728-94,102675,46487.97
Guilherme Alves,813.624.597-55,102676,7866.3
Thiago Rodrigues,123.805.947-32,102677,40553.08
Srta. Luna Cardoso,572.930.148-05,102678,10932.25
Joaquim Fernandes,635.497.810-75,102679,48231.77
Enrico Dias,063.972.514-70,102680,25647.5
Sr. Thomas Barros,509.637.814-48,102681,5686.1
Natália Moreira,862.437.905-92,102682,36470.2
Maria Vitória Correia,542.198.360-98,102683,4799.66
Vicente Pinto,428.315.607-80,102684,24063.46
Luigi Barbosa,578.029.643-00,102685,48719.48
Alana Ferreira,658.702.391-68,102686,40434.05
Eloah Porto,476.013.592-80,102687,41005.66
Vinicius Mendes,987.462.051-01,102688,23109.48
Yago Cunha,983.675.214-55,102689,21829.4
Augusto Ramos,469.327.185-37,102690,7109.76
Ryan Pires,172.058.439-79,102691,9914.2
Gabriel Nogueira,106.598.374-39,102692,44018.12
Juan Correia,720.564.193-43,102693,45531.5
Henrique Silva,215.890.364-33,102694,2283.12
Isaac Ribeiro,658.012.347-80,102695,9184.98
Marina das Neves,207.314.968-50,102696,31064.0
Nicole Alves,058.974.631-66,102697,22452.18
Theo da Paz,824.537.610-80,102698,8950.46
Heitor Fernandes,850.491.632-42,102699,29093.56
Pedro Miguel Farias,462.379.518-73,102700,20458.54
Danilo Barbosa,120.457.638-62,102701,20272.67
Calebe Gonçalves,608.593.417-39,102702,5725.22
Ana Luiza Barros,140.672.395-99,102703,1041.24
Sra. Nicole Pereira,130.829.657-68,102704,14780.84
Noah Oliveira,293.518.407-60,102705,8817.01
Lorenzo Lima,321.745.089-23,102706,43480.29
Srta. Ana Lívia Rezende,360.247.981-13,102707,31156.82
Daniela da Mota,039.754.612-25,102708,28849.26
Letícia Barbosa,471.832.560-90,102709,25718.15
Manuela Aragão,764.290.531-99,102710,6824.36
Laura Araújo,680.241.375-26,102711,18253.57
Dr. Gustavo Freitas,490.531.628-60,102712,47923.16
Julia Farias,587.349.620-00,102713,41956.82
Olivia Farias,268.531.470-90,102714,36347.56
Joana Gonçalves,290.846.731-31,102715,36501.83
Dr. Samuel Duarte,865.109.237-77,102716,47242.12
Nicole da Mata,918.056.247-76,102717,12330.07
Maria Alice Melo,429.756.130-16,102718,7626.93
Sr. Pedro Henrique Novaes,260.948.175-67,102719,1539.96
Lucca Freitas,091.875.324-41,102720,34880.41
João Lucas Teixeira,630.892.541-15,102721,39840.9
Vitor Gabriel Ferreira,192.506.843-98,102722,20456.56
Maria Fernanda Peixoto,932.614.085-70,102723,5618.42
Isaac Aragão,890.346.725-65,102724,30600.49
Rafael Barros,672.034.895-74,102725,39377.06
Sra. Maria Vitória Martins,019.748.652-58,102726,4262.97
Srta. Pietra Moraes,738.496.120-31,102727,29308.91
Erick da Paz,812.476.095-02,102728,44593.82
Lívia Barros,280.561.947-11,102729,20594.53
Alexia Correia,956.074.318-00,102730,39340.36
Sra. Emanuella Alves,219.806.537-12,102731,21425.33
Maria Vitória Correia,708.641.529-49,102732,29481.02
Noah Ferreira,521.680.347-53,102733,22472.44
Davi da Rosa,403.125.796-16,102734,9358.83
Ana Carolina Carvalho,431.865.927-55,102735,599.96
Francisco Carvalho,620.987.451-76,102736,4797.75
Vitor Hugo da Cunha,084.679.325-38,102737,9056.69
Erick da Rosa,143.706.895-20,102738,12745.28
Maitê Alves,420.358.761-17,102739,43273.22
Luigi Moraes,875.902.314-79,102740,45281.89
Ana Julia Lima,327.408.659-29,102741,4097.3
Bruna Fernandes,426.750.913-16,102742,1509.95
Miguel Araújo,082.645.931-51,102743,31345.89
Luiz Felipe Gomes,095.278.461-02,102744,24097.68
Diego Lopes,036.495.821-98,102745,39738.85
Isabelly Rodrigues,095.673.218-68,102746,39617.28
Larissa Cardoso,689.025.731-68,102747,24297.35
Bianca Duarte,802.169.345-24,102748,9692.97
Natália Jesus,105.426.973-43,102749,24807.73
Srta. Laís da Cunha,619.782.043-96,102750,36438.01
Ian Santos,386.075.149-20,102751,21368.09
Heitor Almeida,903.468.752-00,102752,26584.03
Daniel Freitas,496.837.520-47,102753,38132.93
João Felipe Moreira,901.362.857-59,102754,39110.95
Augusto Oliveira,203.795.146-99,102755,18735.68
Dr. Theo Nogueira,569.231.407-06,102756,28297.65
Luiz Miguel Cardoso,204.539.167-16,102757,35670.42
Sabrina das Neves,607.239.584-83,102758,13710.76
Camila da Costa,812.497.630-96,102759,24306.74
Sabrina Ramos,431.675.208-17,102760,49485.31
Arthur Moura,805.376.491-66,102761,35249.37
Rafael Jesus,275.814.039-04,102762,30526.91
Daniela Nogueira,438.129.650-89,102763,37844.23
Bruno Novaes,476.281.593-46,102764,3965.92
Bernardo Ramos,048.912.756-85,102765,4912.61
Lucca Santos,198.327.056-30,102766,35681.05
Gustavo Moura,051.942.368-24,102767,29680.77
Evelyn Duarte,079.438.651-20,102768,35066.6
Isaac Oliveira,564.789.203-56,102769,1425.49
Sr. João Felipe Almeida,654.891.723-55,102770,25879.75
Stephany Santos,387.462.591-55,102771,36369.4
Isabel Alves,586.924.170-76,102772,18019.05
Dr. Ian da Costa,580.672.439-56,102773,23723.86
Nina Cardoso,893.251.607-30,102774,20013.98
Bernardo Oliveira,274.038.916-78,102775,3289.23
Dr. Gustavo Henrique Novaes,543.928.176-28,102776,38532.5
Olivia Rocha,524.796.803-47,102777,43143.41
Marcela Ferreira,189.346.075-48,102778,41309.37
Sr. Heitor Rodrigues,654.078.913-01,102779,12971.63
Sr. Enrico Gomes,925.846.107-01,102780,44857.11
Cecília Martins,195.627.048-58,102781,26611.65
Davi Lucca da Rosa,315.807.642-07,102782,12146.77
Daniela Novaes,680.934.217-69,102783,3690.59
Vinicius Moreira,786.390.241-03,102784,36755.6
Maria Vitória Azevedo,510.362.487-71,102785,24580.5
Luana Lopes,158.026.973-77,102786,31328.62
Davi Lucas Costa,961.082.375-03,102787,10723.3
Thales Azevedo,547.206.319-16,102788,36436.28
Luiz Henrique Ferreira,278.351.049-97,102789,18740.27
Davi Luiz Nogueira,539.086.142-60,102790,5901.06
Maria Clara Castro,072.134.869-69,102791,4168.77
Marcelo Vieira,385.216.479-64,102792,177.24
Alexia Costa,592.374.618-28,102793,8147.9
Emanuel Novaes,031.576.429-52,102794,2785.2
Sr. Nathan Novaes,635.087.124-35,102795,39778.59
Stephany Cavalcanti,146.795.823-91,102796,761.09
Isabel Moreira,376.984.210-31,102797,20805.34
Srta. Natália da Cruz,945.782.063-00,102798,41344.44
Lucca Costela,729.186.043-13,102799,25175.52
Ana Sophia Souza,382.579.016-95,102800,43997.38
Rebeca Fogaça,690.741.238-13,102801,38039.83
Yuri Pires,425.713.806-80,102802,14371.47
Dra. Luna Jesus,708.265.349-29,102803,8104.24
Eduarda da Costa,105.328.794-14,102804,24845.05
Maria Eduarda Fernandes,381.790.564-57,102805,30606.74
Paulo Costa,183.026.794-96,102806,31085.14
Sr. Heitor Costa,078.194.632-87,102807,28636.02
Enzo Peixoto,347.092.681-69,102808,45151.45
Gabriela Costela,278.154.396-91,102809,12222.48
Thales Almeida,326.740.891-13,102810,29220.08
Pietra Campos,926.380.514-89,102811,6529.28
Camila Mendes,652.081.473-35,102812,26096.86
Marcelo Vieira,730.194.285-05,102813,27742.88
Fernando Duarte,753.018.426-17,102814,724.19
Ana Clara da Rosa,028.913.465-05,102815,9677.19
Sabrina Nunes,516.247.098-85,102816,10464.2
Ana Nascimento,143.967.825-19,102817,38259.9
Manuela da Conceição,178.564.230-80,102818,6506.72
Sr. Davi Luiz Alves,631.075.928-03,102819,13414.24
Vinicius Lopes,647.013.982-50,102820,24057.25
Srta. Ana Carolina Silveira,362.479.058-74,102821,8423.18
Ana Carolina Costela,402.517.963-61,102822,20598.4
Isadora Ramos,582.173.690-03,102823,19512.36
Maria Dias,072.453.896-83,102824,42723.46
Lara Nogueira,235.168.490-70,102825,15654.41
Lorena Martins,453.871.096-20,102826,23951.26
Isaac Alves,398.410.267-40,102827,45662.14
Melissa Ribeiro,203.857.419-79,102828,49278.05
Milena Ferreira,275.163.094-43,102829,1996.69
Enzo Cardoso,923.470.168-22,102830,46135.51
Lucca Rodrigues,085.297.413-23,102831,45356.39
Dra. Letícia Teixeira,039.642.581-05,102832,11966.45
Lucas Gabriel Oliveira,734.801.256-62,102833,10469.7
João Guilherme Teixeira,314.659.278-91,102834,26308.05
Marcela Silva,961.257.304-25,102835,28099.52
João Guilherme Sales,863.049.152-33,102836,27121.5
Yasmin Teixeira,951.043.628-33,102837,8615.4
Sr. Lorenzo Martins,683.972.105-12,102838,36025.67
Vitor Gabriel Lopes,405.719.682-01,102839,16612.63
Luigi Moura,701.598.436-93,102840,15066.07
Mariane Cavalcanti,694.521.870-85,102841,14560.64
Giovanna Rodrigues,471.903.658-93,102842,22016.16
Guilherme Jesus,315.768.024-26,102843,41910.73
Milena Azevedo,410.386.592-05,102844,49482.87
Heloísa Cardoso,458.970.321-14,102845,36613.68
Guilherme Teixeira,079.538.412-23,102846,7815.57
Antônio da Conceição,687.015.243-80,102847,22259.13
Emilly Dias,402.381.967-04,102848,12204.72
Luana Pinto,910.745.362-07,102849,43546.02
Caio Lopes,856.394.710-93,102850,40827.48
Noah Nogueira,591.230.648-89,102851,3926.89
Ana Carolina Pinto,123.649.057-61,102852,24137.78
Sra. Ana Clara Aragão,906.385.241-05,102853,46177.42
Luiza Cardoso,059.821.734-79,102854,40613.29
Sra. Caroline Fogaça,082.659.413-15,102855,46733.2
Fernando Monteiro,517.246.308-90,102856,41798.27
Esther Duarte,063.145.972-34,102857,745.84
Gustavo Henrique da Rocha,270.396.548-65,102858,20758.03
Ana Sophia Souza,416.059.782-30,102859,5508.27
Emanuelly Farias,382.507.694-65,102860,2784.07
Vinicius Almeida,594.726.138-37,102861,17491.99
Beatriz Barbosa,670.349.528-92,102862,6989.69
Vitória Moura,013.976.542-52,102863,31320.45
Ana Júlia da Rosa,658.470.913-20,102864,20727.96
Benjamin Gonçalves,407.281.569-11,102865,35728.01
Diogo Caldeira,104.856.937-39,102866,26190.04
Nathan Moreira,054.971.362-06,102867,32303.23
Sr. Lorenzo da Cunha,405.831.279-32,102868,28677.55
Juan Oliveira,304.269.871-87,102869,26829.39
Gustavo Henrique Castro,081.465.739-75,102870,45688.24
Stella Costela,265.809.473-65,102871,21657.69
Cauã Oliveira,134.925.087-23,102872,11734.85
Augusto Oliveira,653.417.209-70,102873,29209.97
Ana Sophia Costa,129.354.706-99,102874,39183.61
Joaquim da Conceição,780.291.356-02,102875,484.59
Nina Pereira,982.763.451-82,102876,255.55
Pedro Vieira,916.048.725-94,102877,9498.93
Juan Sales,936.724.518-19,102878,7731.75
Nicole da Conceição,497.532.168-82,102879,36789.5
Camila das Neves,827.650.913-40,102880,28740.16
Maysa da Cunha,245.916.783-00,102881,18874.96
Joana Mendes,187.692.345-82,102882,23986.39
Emanuel da Cruz,390.621.578-40,102883,3759.65
Nina Freitas,971.026.435-43,102884,28448.55
Sofia Rezende,259.381.607-40,102885,34618.73
João Guilherme Martins,703.985.214-41,102886,22455.48
Cauã Teixeira,502.378.491-60,102887,33023.68
Cecília Silva,052.784.691-02,102888,16677.73
Bianca Nogueira,941.635.780-48,102889,37187.06
Fernanda Jesus,541.360.872-17,102890,20475.71
Thales Ribeiro,681.530.794-84,102891,47801.96
Guilherme Sales,973.618.024-78,102892,23298.92
Juan Araújo,389.267.105-21,102893,5882.78
Luiza Pires,936.407.528-56,102894,37751.41
Danilo Farias,729.540.681-67,102895,21002.3
Dra. Melissa Oliveira,897.632.514-19,102896,43025.44
Thales da Paz,083.729.164-03,102897,39423.69
Sr. Vicente da Rocha,435.729.860-10,102898,15180.75
Fernando Cavalcanti,489.705.216-58,102899,43021.88
Lara Ramos,493.820.156-98,102900,11691.32
Daniela Souza,502.839.647-74,102901,37361.33
Alícia Silveira,830.241.796-31,102902,24023.89
Alexia Rodrigues,193.402.865-70,102903,35029.19
Ana Lívia Nunes,142.803.976-78,102904,28149.21
Miguel Teixeira,709.123.586-02,102905,41211.1
Dr. Nicolas Teixeira,831.602.754-26,102906,33070.01
Vicente da Cunha,509.483.172-05,102907,18595.8
Sr. Bernardo Castro,612.985.704-76,102908,45281.24
João Felipe Lima,401.523.869-98,102909,32006.11
Sra. Lorena Silva,470.318.259-97,102910,48047.34
Larissa Cardoso,856.270.913-12,102911,47448.32
Heloísa Viana,851.374.029-23,102912,31339.46
Agatha da Paz,601.382.759-12,102913,5195.97
Vitor Hugo Silveira,628.375.410-44,102914,42339.89
Guilherme Pires,568.014.932-05,102915,7041.85
Kamilly Almeida,307.692.541-52,102916,5992.63
Mariane da Mata,693.120.745-80,102917,34213.16
Maria Sophia Araújo,608.514.297-85,102918,33479.46
Sr. Erick Pereira,012.568.734-62,102919,30757.14
Nina Pereira,586.319.074-48,102920,7983.65
Ryan da Mata,894.271.360-22,102921,20807.45
Antônio Pereira,135.486.970-20,102922,37753.58
Larissa Rocha,423.917.608-50,102923,48662.75
Sr. Murilo Lopes,940.568.372-10,102924,7360.78
Luiz Gustavo Rodrigues,384.756.129-46,102925,38540.46
Valentina Duarte,586.120.734-80,102926,28985.14
Raquel da Conceição,496.157.028-11,102927,44825.59
Olivia Ribeiro,519.624.783-19,102928,28182.43
Dra. Bruna Carvalho,076.824.319-03,102929,12695.65
Vinicius Nascimento,485.179.026-02,102930,20331.23
Bruno Farias,408.763.251-26,102931,39896.4
Ana Vitória da Paz,762.835.140-90,102932,33056.65
Diogo da Rosa,837.096.542-38,102933,31581.27
Laís Nogueira,052.619.748-01,102934,48915.96
Srta. Maria Duarte,598.106.732-21,102935,9932.56
Bryan Pires,715.604.238-62,102936,32043.05
Maria Eduarda Carvalho,180.643.925-51,102937,3681.83
Mariana Jesus,942.783.051-41,102938,32765.64
Diego Souza,516.974.308-48,102939,5058.15
Benjamin Pereira,176.423.890-78,102940,3792.91
Carolina Porto,107.892.463-50,102941,47648.31
Daniel Caldeira,548.107.692-67,102942,38373.52
Bárbara Cavalcanti,241.308.597-14,102943,43931.57
Kamilly Carvalho,792.805.614-30,102944,14441.17
Igor Barbosa,736.498.021-04,102945,41017.97
Isadora Sales,816.947.235-00,102946,898.33
Srta. Letícia Fernandes,167.054.398-66,102947,29931.71
Carolina da Cunha,180.794.356-93,102948,37774.43
Pietro da Paz,569.408.721-67,102949,10835.45
Breno Cardoso,905.621.387-30,102950,38462.31
Dr. Luiz Miguel Duarte,715.849.062-94,102951,9437.36
Natália Freitas,710.486.539-00,102952,44098.67
Sr. João Vitor Vieira,703.625.891-86,102953,6110.92
João Miguel Cardoso,571.098.623-21,102954,27580.18
Danilo da Costa,798.302.145-32,102955,19517.54
Vitória Araújo,652.890.714-58,102956,32738.9
Ana Sophia Silveira,280.465.371-44,102957,44416.43
Catarina da Conceição,627.483.519-91,102958,44883.49
Letícia Monteiro,941.526.387-37,102959,13309.0
Carlos Eduardo Pinto,709.841.253-88,102960,32171.82
Srta. Isadora Ferreira,719.345.028-04,102961,21420.04
Sr. Noah Oliveira,602.458.193-98,102962,7720.93
Sra. Fernanda Pinto,729.186.534-46,102963,32924.08
Maria Clara Nunes,028.976.341-03,102964,2621.48
Lucca Jesus,041.875.396-20,102965,11887.91
Manuela Sales,582.634.971-91,102966,31406.77
Sra. Agatha Campos,394.120.567-61,102967,39992.16
Larissa Rezende,539.208.471-05,102968,15852.09
Beatriz da Costa,265.783.901-03,102969,9072.35
Mirella Barbosa,750.298.416-01,102970,12871.92
Nicolas Correia,685.401.973-75,102971,48926.05
Sra. Maria Luiza Cavalcanti,810.276.943-22,102972,19927.32
João Guilherme Vieira,704.581.632-44,102973,37255.19
Dr. Antônio Campos,934.587.620-00,102974,47738.37
Diego da Conceição,281.657.409-11,102975,7601.03
Rodrigo Cardoso,850.196.723-86,102976,5483.14
Luiz Henrique Gomes,978.145.603-57,102977,2349.11
Enrico Cavalcanti,097.452.368-29,102978,46382.47
Srta. Ana Vitória Cavalcanti,549.206.831-89,102979,22763.3
Sr. Bernardo Novaes,601.743.895-66,102980,34073.57
Isabel Dias,380.564.192-33,102981,29360.67
Heitor Pinto,759.681.302-02,102982,14104.87
Luiz Gustavo Moura,659.381.420-24,102983,936.5
Dr. Nicolas da Mata,329.805.741-04,102984,8686.11
Breno Martins,872.349.560-00,102985,1260.66
Isabella da Cruz,603.714.895-39,102986,10975.46
Henrique Porto,780.453.296-29,102987,38667.65
Lucas Cardoso,956.138.047-10,102988,37347.61
Matheus Gomes,914.657.083-75,102989,35826.97
Benício Silva,410.692.835-33,102990,27168.81
Levi Costela,627.495.081-85,102991,27985.78
Breno Jesus,457.916.083-57,102992,15420.21
Ana Sophia Campos,726.189.543-19,102993,15950.42
Ana Sophia Novaes,426.901.378-87,102994,40824.32
Luigi Sales,723.856.019-40,102995,32757.8
Alana da Cruz,965.073.842-83,102996,28480.88
Luigi da Mota,097.365.218-77,102997,36449.81
Leandro da Rosa,243.860.519-70,102998,1053.89
Diego Souza,210.678.539-95,102999,24321.42
Luigi da Mata,258.719.034-79,103000,16661.81
Sr. Luigi Nunes,982.473.051-60,103001,47469.17
Gustavo Barros,527.391.680-12,103002,33162.69
Dra. Sarah Cardoso,657.812.490-01,103003,3368.7
Samuel da Cruz,153.086.429-15,103004,8650.43
Emilly Ramos,192.087.534-41,103005,24528.11
Sra. Helena Rodrigues,570.839.124-32,103006,30270.61
Catarina Lopes,185.470.369-20,103007,21140.87
Camila Correia,165.783.904-48,103008,3831.5
Lavínia Barbosa,046.952.817-67,103009,47000.01
Clara Azevedo,398.567.021-86,103010,26329.11
Júlia Aragão,354.690.271-80,103011,38066.4
Luiz Henrique Farias,380.519.762-40,103012,48576.08
Gabrielly Barbosa,832.941.057-97,103013,6353.63
Bárbara Fogaça,872.315.694-55,103014,37490.08
Enzo Freitas,860.745.931-75,103015,4795.48
Sophia Ramos,538.026.197-30,103016,14154.71
Maria Eduarda Peixoto,102.478.356-17,103017,8185.06
Dr. Guilherme Aragão,820.795.143-50,103018,9226.11
Maitê Moreira,526.704.381-80,103019,17423.36
Ana Carolina Rezende,985.614.230-05,103020,47310.88
Maria Luiza Fernandes,961.507.843-39,103021,46497.55
Luana Nogueira,120.984.735-32,103022,14812.12
Calebe Pereira,057.846.219-20,103023,43376.33
Alícia da Conceição,139.642.750-34,103024,32966.73
Cecília da Rosa,217.948.350-32,103025,12826.29
Guilherme Oliveira,078.125.463-90,103026,29338.9
Larissa Cardoso,684.302.197-22,103027,20705.3
Juan Barros,078.361.952-95,103028,2949.04
Julia Aragão,894.513.627-46,103029,35187.89
Stella da Cunha,863.451.970-84,103030,28877.02
Ana Carolina Costa,862.017.453-35,103031,8962.64
Emanuel Pereira,721.594.680-02,103032,11033.44
Mariana Nogueira,793.286.150-03,103033,10364.18
Sophia da Mata,159.436.872-46,103034,28526.0
Renan Moura,208.461.597-67,103035,45833.31
Sr. Renan Martins,278.196.503-03,103036,14553.21
Diego da Mota,642.985.073-00,103037,9453.63
Srta. Laís Barbosa,160.874.235-08,103038,45931.48
Rebeca da Paz,054.198.732-14,103039,16752.2
Luiz Miguel Costela,495.781.320-50,103040,25210.9
Yuri da Cunha,098.214.356-70,103041,49317.14
Agatha da Mota,570.369.841-39,103042,23725.18
Alice Cunha,649.273.810-13,103043,43315.4
Raquel Dias,216.905.487-11,103044,19085.08
Elisa Barbosa,123.076.985-40,103045,41344.72
Noah Barbosa,289.530.647-83,103046,14173.01
Dr. Davi Luiz Correia,045.936.178-39,103047,6944.44
Helena Rocha,780.621.395-30,103048,44549.84
Breno Rodrigues,536.421.890-24,103049,43758.76
Lucas Gomes,685.041.723-17,103050,26664.38
Yago da Cunha,801.756.324-80,103051,2182.42
Marcelo da Paz,413.659.072-52,103052,8303.48
Igor Correia,875.391.602-68,103053,49468.91
Carlos Eduardo Silva,937.108.245-32,103054,18514.57
Mariane Rocha,057.186.324-80,103055,46409.51
Dr. Juan Barros,620.853.149-70,103056,49755.46
Agatha Monteiro,247.059.613-07,103057,32268.17
Bryan da Rosa,765.830.914-10,103058,46648.85
Dr. Pietro da Mota,827.354.961-55,103059,18675.16
Ana da Mata,680.795.123-02,103060,47225.87
Daniela Mendes,514.938.620-06,103061,14902.23
Nathan Sales,510.264.973-61,103062,2551.25
Ana Carolina das Neves,697.325.410-16,103063,4634.84
Rafaela Oliveira,679.815.240-67,103064,48079.43
Heitor Silva,541.890.632-15,103065,14009.33
Lavínia Duarte,578.294.163-46,103066,26270.13
Ana Sophia Costela,746.832.951-64,103067,5052.92
Dr. João Lucas da Luz,254.089.731-23,103068,9378.15
Samuel Castro,581.346.970-20,103069,14818.89
Gabriel Aragão,124.650.978-49,103070,3870.44
Ana Júlia Gonçalves,725.643.908-38,103071,39303.61
Larissa Aragão,290.561.843-42,103072,47779.89
Marina Melo,036.215.789-86,103073,6627.79
Noah Vieira,024.397.856-10,103074,20303.64
Joana Dias,315.809.472-04,103075,17899.2
Luna Ribeiro,703.248.519-79,103076,23697.38
João Felipe Martins,297.618.503-40,103077,1536.11
Dr. Alexandre Duarte,068.193.475-10,103078,41530.04
Srta. Letícia Pires,908.142.756-30,103079,10744.62
Joaquim Nascimento,372.845.160-62,103080,41922.1
Agatha Viana,457.896.023-47,103081,37039.07
Alice Fogaça,509.684.312-24,103082,27540.05
Isaac Dias,509.274.168-67,103083,49390.45
Renan Nascimento,528.970.436-10,103084,2007.6
Sr. João Gabriel Peixoto,603.481.952-06,103085,21772.09
Caroline Peixoto,248.719.635-19,103086,14976.25
Diogo Campos,693.581.207-03,103087,46561.31
Dr. Eduardo Pinto,082.639.547-38,103088,44654.75
Srta. Sophie Dias,830.925.641-89,103089,23882.84
Luiz Felipe Sales,736.142.908-40,103090,49264.38
Augusto Cardoso,742.018.653-71,103091,45056.37
Carlos Eduardo Cardoso,897.420.531-97,103092,41586.31
Leandro Oliveira,236.987.150-40,103093,7785.62
Pietro Cardoso,350.219.864-06,103094,44051.11
Maysa Aragão,478.326.591-73,103095,41828.71
Rebeca Sales,764.180.935-93,103096,46599.98
Breno da Cruz,281.364.905-89,103097,749.37
Maitê Silveira,768.430.219-13,103098,32977.26
Augusto Freitas,837.546.021-44,103099,15086.67
Igor Carvalho,832.014.756-53,103100,40233.93
Ana Sophia da Luz,421.597.863-73,103101,16592.71
Isabel da Mata,073.428.619-87,103102,19711.54
Bárbara Porto,740.598.631-57,103103,31929.08
Marcela Pinto,953.462.108-06,103104,18112.76
Catarina da Cunha,107.968.432-87,103105,26664.49
Ana Vitória Ramos,184.936.275-00,103106,8370.41
Dra. Lorena da Costa,932.108.467-31,103107,17230.71
Bárbara Silveira,327.546.180-07,103108,21626.64
Renan Carvalho,271.359.064-70,103109,34048.9
Leonardo Silveira,908.457.216-58,103110,34418.26
Bárbara Porto,765.309.128-86,103111,12377.0
João Felipe Fogaça,741.098.532-14,103112,41933.4
Gabrielly das Neves,240.586.793-10,103113,25979.99
Dra. Gabriela Fogaça,865.209.413-60,103114,42541.12
Isabella Nogueira,109.735.428-88,103115,19093.12
Dr. Luiz Fernando Fernandes,089.263.745-56,103116,3772.76
Dra. Caroline Monteiro,495.208.713-14,103117,32942.48
Sophie Rodrigues,029.853.146-15,103118,45680.76
Sra. Marcela Pereira,528.430.796-83,103119,5177.13
Ana Carolina Jesus,172.534.068-26,103120,9442.98
Sr. Breno Alves,016.754.289-30,103121,42266.5
André Moura,835.406.917-66,103122,12878.19
Dr. Thiago Pires,049.356.781-00,103123,28408.16
Carlos Eduardo Cunha,745.321.068-26,103124,28830.41
Isabelly Pires,258.741.096-76,103125,21984.84
Dra. Mirella da Mota,674.289.531-46,103126,38867.91
Maria Alice Almeida,915.674.230-43,103127,14267.82
Sra. Alexia Ribeiro,987.164.230-03,103128,24181.91
Benjamin Azevedo,679.850.123-03,103129,45121.23
Pedro Henrique Moura,068.293.417-87,103130,5800.67
Lara Ramos,486.120.953-60,103131,13044.23
